,text,label,clean_teks
277,Pemerintah mengaku menyediakan 1500 kendaraan listrik untuk digunakan selama perhelatan KTT G20 Dari ribuan kendaraan itu 800an mobil listrik berstatus pinjampakai Lantas seperti apa nasib mobil bekas itu setelah dipakai,Negative,perintah aku sedia kendara listrik helat ktt ribu kendara an mobil listrik status pinjampakai lantas nasib mobil bekas pakai
278,Mobil listrik impor dari chinalagi2 ujung wolu Wkwwk Tambah utang tambah pinjaman uang nguap entah kemana Rakyat cuma dapat DATA LAPORAN HUTANGANCOOORRRRRR,Negative,mobil listrik impor chinalagi ujung wolu wkwwk utang pinjam uang nguap mana rakyat data lapor hutangancooorrrrrr
279,Ganjil genapnya betul solusi pengendalian macet dan polusi tapi kalau  kendaraan listrik bebas ganjil genap dan diberi discount pajak besarbesaran itu pengendalian bisnis untuk mengamankan investasi industri batrei mobil dan mot,Negative,ganjil genap solusi kendali macet polusi kendara listrik bebas ganjil genap diskon pajak besarbesaran kendali bisnis aman investasi industri batrei mobil mot
280,Mobil listrik disini untuk mengurangi polusi dan mengurangi konsumsi bbm Perlahan penggunaan mobil dgn bbm akan dikurangi dan penggunaan bus listrik untuk transportasi akan ditambah,Negative,mobil listrik kurang polusi kurang konsumsi bbm perlahan guna mobil bbm rang guna bus listrik transportasi tambah
281,Walau beralih ke mobil listrik tapi mobil berbahan bakar minyak jangan di hapus Seandainya suatu saat tiba tiba semua mati total Kita bisa naik apa,Negative,alih mobil listrik mobil bahan bakar minyak hapus anda mati total
282,Hahahaha ngakak kok bisa ada pejabat gak tau aturan daerah yg dipimpinnya Justru banyak orang beli mobil listrik biar bebas ganjil genap,Negative,hahahaha tertawa jabat tau atur daerah pimpin orang beli mobil listrik biar bebas ganjil genap
283,Bismillah diawal tahun depan kebeli mobil listrik kalo kebeli w balik lagi ke twitt ini Tapi kalo ga kebeli w hapus twit ini bates waktu sampe maret 2023 ,Positive,bismillah awal beli mobil listrik beli twitt beli hapus tweet bates maret
284,Gubernur jalur lotre hanya pro yg punya duit sesuai pesanan bandar mobil listrik siapa sih yg bisa beli,Negative,gubernur jalur lotre pro duit sesuai pesan bandar mobil listrik sih beli
285,Kegoblokan hakikigimana gak tambah macet mobil dgn bbm msh berjubel ditambah lg mobil listrik bukannya menhanjurkan pakai yransportasi masal malah promosi mobil listrik jgn2 sales mobil jg kawanihaduhhh hancur jkt,Negative,goblok hakikigimana macet mobil bbm jubel tambah mobil listrik menhanjurkan pakai yransportasi massal promosi mobil listrik sales mobil kawanihaduhhh hancur jakarta
286,fee 2 utk 1 unit mobil listrik asal china dikali sekian juta unit hasilnya adalah Percumalah riset riset proto protoan tetep la beli punya koh abun jauhhhhhhhh lebih menguntungkan Wkwwk,Negative,biaya unit mobil listrik china kali sekian juta unit hasil percuma riset riset proto proto la beli koh abun jauhhhhhhhh untung wkwwk
287,Yaiyalah wong masih sedikit mobil listrik nyaapa lagi mobil Esemka tu bebas banget,Negative,yaiyalah mobil listrik nyaapa mobil esemka bebas banget
288,dari dulu mobil listrik udah bebas ganjil genap ,Positive,mobil listrik bebas ganjil genap
289,Coba kemarin mendukung FormulaE pasti sinkron Termasuk Jokowi yg pakai mobil listrik untuk mendukung KTT G20 Tapi kebencian mengalahkan segalanya,Negative,coba kemarin dukung formulae sinkron jokowi pakai mobil listrik dukung ktt benci kalah
290,Indonesia itu kaya jangankan untuk kereta cepat untuk balap mobil listrik aja pake uang rakyat,Negative,indonesia kaya kereta cepat balap mobil listrik pakai uang rakyat
291,Mobil listrik bebas ganjil genap Persoalannya kemacetan tapi solusinya kendaraan bebas ganjil genap,Negative,mobil listrik bebas ganjil genap soal macet solusi kendara bebas ganjil genap
292,Pak Heru jangan mudah terjebak kebanyakan gimmick Kebijakan bebas gage bagi mobil listrik sudah lama ada Ga nanya ke dulu emangnya Juga bangun park n ride di pusat kota itu unfaedah mending kembalikan anggarann,Negative,heru mudah jebak banyak gimmick bijak bebas gage mobil listrik emang bangun park n ride pusat kota unfaedah mending kembali anggarann
293,Malah nambah masalah nda siih,Negative,tambah nda siih
294,Ini Masalah Bukan Solusi namanya haha,Negative,solusi nama haha
295,Perasaan ada orang yang buat konten mobil listrik bebas razia ganjil genap Kau ngapain aja tol,Negative,asa orang konten mobil listrik bebas razia ganjil genap kau ngapain tol
296,Mobil listrik masih tergolong mobil mewah Artinya tak akan banyak berdampak pada penggunaan bahan bakar apalagi yg subsidi Kemacetan malah nambah karena kebal gage,Negative,mobil listrik golong mobil mewah dampak guna bahan bakar subsidi macet tambah kebal gage
297,Masih suka bingung sendiri baca berita kalo mobil listrik dikebut banget sementara listrik aja belum merata mbok ya step by step dulu gitu Sebel amat liatnya,Negative,suka bingung baca berita mobil listrik kebut banget listrik rata mbok ya step by step sebel lihat
298,tergantung tipe batre umumnya jika sudah mobil listrik minimum lion lebih aman lifepo4/LTO untuk batre kembung itu li polimer yg biasa digunakan untuk hp saya yakin desain sudah mmenuhi uji kelayakan,Positive,gantung tipe baterai mobil listrik minimum lion aman lifepolto baterai kembung li polimer hp desain mmenuhi uji layak
299,liat pejabat makin lama makin dungu cuma bisa gelenggeleng. Sebenarnya fungsi ganjil genap untuk mengurai kemacetan atau untuk bisniskeduanya mobil maksudnya apa klo mobil listrik bisa bebas,Negative,lihat jabat dungu gelenggeleng fungsi ganjil genap urai macet bisniskeduanya mobil maksud mobil listrik bebas
300,Pj gubernur bnr bodoh sejak ada mobil listrik dijkrta sdh bebas ganjilgenap berarti blom baca aturanya lsung sok pahlawan,Negative,pj gubernur bodoh mobil listrik dijkrta bebas ganjilgenap baca aturanya lsung sok pahlawan
301,Di 2019 beri statment tentang bebas ganjil genap untuk mobil listrikitu artinya kapasitas seorang pemimpin memang hrs mnguasai masalahklau sampai berbeda berati itu ngak mnguasai masalh,Negative,statment bebas ganjil genap mobil listrikitu kapasitas pimpin mnguasai masalahklau beda berat mnguasai
302,Mobil listrik kalo kena macet bisa overheat gaksi Batrenya cembung resiko tinggi terbakar,Negative,mobil listrik kena macet overheat gaksi batrenya cembung resiko bakar
303,Lah kan emang udah dari dulu mobil listrik bebas ganjil genap Makanya plat nomornya diberi garis biru,Positive,emang mobil listrik bebas ganjil genap plat nomor garis biru
304,Emang kalo mobil listrik ga bikin jalan padat dan macet ya kalo bnyk  bisa aja ngebantuin jualan mobil listrik,Negative,emang mobil listrik bikin jalan padat macet ya ngebantuin jual mobil listrik
305,Ya iya pak karena masih baru di perkenalkan nanti sudah banyak yg memakai mobil listrik baru di buat regulasi nya Hal gtu ya B aja pak,Negative,ya iya kenal pakai mobil listrik regulasi ya bb
306,Mati listrik terus nih  ga usah banyak gaungin mobil listrik pak  Kalau  listrik rumahan aja masih byar pet,Negative,mati listrik nih gaungin mobil listrik listrik rumah bayar pet
307,Seharusnya daripada jor2an untuk sepak bola kenapa duit 3 kuadraliunnya gak dipake buat beli saham Tesla aja yak Nanti Qatar tinggal ubah mobil listrik Tesla balik lagi jadi mobil pembakaran internal,Negative,joran sepak bola duit kuadraliunnya pakai beli saham tesla yak qatar tinggal ubah mobil listrik tesla mobil bakar internal
308,dan harga mobil listrik akan meroket dengan kebijakan ini,Negative,harga mobil listrik roket bijak
309,Yeee gimana mau mengurangi kemacetan klo kebijakan selalu pro sama yg berduit Lu bantu kampanyein produsen mobil listrik klo begitu Dongo,Negative,yeee kurang macet bijak pro duit bantu kampanyein produsen mobil listrik dongo
310,dulu mobil listrik ricky elson susahnya minta ampun kudu uji sana sini ini buatan anak bangsa loh,Negative,mobil listrik ricky elson susah ampun kudu uji buat anak bangsa loh
311,Kemacetan mengakibatkan turunnya produktifitas Elok rasanya jika mobil listrik pun ikut aturan gage cukup bebas bayar pajak tahunan aja unt si mobil listrik ini mah yaa ,Negative,macet akibat turun produktifitas elok mobil listrik atur gage bebas bayar pajak tahun unt si mobil listrik mah yaa
312,Seberapa efektif kah mobil listrik mengurangi polusi Tidak hanya polusi CO2 sajaSudah seberapa ramah lingkungan kah proses pembuatan bateraipenambangan bahan baku bateraiproduksi listrik utk mencas baterai mobil listrikapakah kita sudah ya,Positive,efektif kah mobil listrik kurang polusi polusi cowok sajasudah ramah lingkung kah proses buat bateraipenambangan bahan baku bateraiproduksi listrik cas baterai mobil listrikapakah ya
313,takut kesetrum mobil listrik haha,Negative,takut setrum mobil listrik haha
314,Mati lampu  tak ada listrik bangun pabrik apalagi pabrik  robotik untuk mobil listrik Thailand udah gandengan bank lokal thailand kawasan BYD dan kerjasama media cgtn untuk pasar produksi ByD di Tiongkok dan Asean Kapan ya pak pengangguran profesi bakin banyak,Negative,mati lampu listrik bangun pabrik pabrik robotik mobil listrik thailand gandeng bank lokal thailand kawasan byd kerjasama media cgtn pasar produksi byd tiongkok asean ya anggur profesi bakin
315,Tinggalkan bbm pale lu Emang  lu tau harga motor / mobil listrik berapa,Negative,tinggal bbm pale emang tau harga motor mobil listrik
316,Keren kayaknya kalo punya mobil listrik,Positive,keren kayak mobil listrik
317,Jaman udah di era mobil listrik masih ada aja yg berpikiran macam dia,Negative,jaman era mobil listrik pikir
318,Mobil Listrik Wuling Terlaris Kalahkan Mobil Turbonya,Positive,mobil listrik wuling laris kalah mobil turbonya
319,Kalo langsung beralih ke full ev keanya gabisa dah fasilitas pengisian fast charge nya aja belom banyak + harus modal lagi buat nambahin daya listrik rumah kalo mau nge charge dirumah Mending beli mobil hybrid dah bensin Iya listrik iya,Positive,langsung alih full ev keanya fasilitas isi fast charge bom modal nambahin daya listrik rumah nge charge rumah mending beli mobil hybrid bensin iya listrik iya
320,Aku yakin nggak bener2 mati lampu Dia selalu begitu Pameran mobil yg kacanya tahan benturan ternyata oas diuji coba live kaca pecah Kayak disengaja,Positive,bener mati lampu pamer mobil kaca tahan bentur oas uji coba live kaca pecah sengaja
321,Republik Korea punya pengalaman dalam pengembangan teknologi hijau dan bersih Ini adalah peluang bagi kita untuk menjalin kemitraan yang konkret terutama dalam energi terbarukan pembangunan _smart city_ ekosistem mobil listrik serta sistem penyediaan air bersih,Positive,republik korea alam kembang teknologi hijau bersih peluang jalin mitra konkret energi baru bangun smart city ekosistem mobil listrik sistem sedia air bersih
322,Contohnya penghentian ekspor biji nikel sekaligus dorong penciptaan ekosistem kendaraan listrik atau electric vehicle Terus ditawarin dong ke PM Australia buat kerja sama karena mereka punya litium Kalau digabungin bisa jadi baterai mobil listrik,Positive,contoh henti ekspor biji nikel dorong cipta ekosistem kendara listrik electric vehicle ditawarin pm australia kerja litium digabungin baterai mobil listrik
323,Betul tapi tdk untuk bisnis masa depan Semua soal waktu aja karena pengadopsian mobil listrik belum massif,Positive,bisnis adopsi mobil listrik massif
324,Terus nnt digabung deh dengan hasil produksi negara lain Australia ada litium dan Indonesia memiliki nikel kalau digabung jadi baterai mobil listrik Presiden Jokowi bilang ke PM Australia minta litium dibawa ke Indonesia saja  hilirisasinya di Indonesia,Positive,gabung deh hasil produksi negara australia litium indonesia milik nikel gabung baterai mobil listrik presiden jokowi bilang pm australia litium bawa indonesia hilir indonesia
325,Butuh banget nggak sih buatku mobil listrik,Positive,butuh banget sih buat mobil listrik
326,Kirain pakai token mobilnyalistrik token saja pada mahalmau nambah masalah baru mobil listrik lagi,Negative,kirain pakai token mobilnyalistrik token mahalmau tambah mobil listrik
327,Dananya dialokasiin buat pejabat tinggi ditawarin ganti mobil listrik 800jt didanai pemerintah sbg starter contoh buat masyarakat Pejabatnya berapa orang cuuui gangerti lg dah bakal habis berapa triliun,Negative,dana dialokasiin jabat ditawarin ganti mobil listrik jt dana perintah starter contoh masyarakat jabat orang cuuui gangerti habis triliun
328,Inilah kegoblokan kaum cebong Wasweswos lingkungan bersih hijau dan sehat ada jalur sepeda dinyinyirin Negara maju aja mulai beralih ke kendaraan bebas emisi Jokowi promosiin mobil listrik Smua bergerak ke dunia bebas k,Negative,goblok kaum cebong wasweswos lingkung bersih hijau sehat jalur sepeda dinyinyirin negara maju alih kendara bebas emisi jokowi promosiin mobil listrik gerak dunia bebas k
329,Yang lain dah pada bikin mobil listrik roket antariksa aircraft carrier Ini masih ributin unclean spirit,Negative,bikin mobil listrik roket antariksa aircraft carrier ributin unclean spirit
330,Mobil polisi yang listrik enak juga ya dibawa di toll Pantes pada rebutan unit haha,Positive,mobil polisi listrik enak ya bawa toll rebut unit haha
331,Lha mobil listrik aja pake Hyundai sama wuling bukan esemka di G20 kemarin ,Negative,lha mobil listrik pakai hyundai wuling esemka kemarin
332,pajaknya murah karena kend listrik token pembeli mobil ini pasti ngga mikirin biaya listrik lagi apalagi pake mikir token2,Negative,pajak murah kend listrik token beli mobil pikir biaya listrik pakai berfikir token
333,Motor dan mobil listrik dapat subsidi dr pemerintah Motor listrik cuma 50 rb,Positive,motor mobil listrik subsidi perintah motor listrik rb
334,kl mobil listrik gt ada fast chargingnya juga ga ya,Positive,kl mobil listrik fast chargingnya ya
335,Keren mobil listrik tentu juga harga nya juga keren,Negative,keren mobil listrik harga keren
336,Bagus banget Nih ada Mobil Listrik begini di Wuling Air Ev,Positive,bagus banget nih mobil listrik wuling air ev
337,General Motors GM berharap mobil listrik buatannya di Amerika Utara akan menghasilkan untung pada 2025 agar kapasitas produksi bisa ditingkatkan,Positive,general motors gm harap mobil listrik buat amerika utara hasil untung kapasitas produksi tingkat
338,Kemarin aja dia gak gau nyindir lawak apa prank Masa pas zoom meeting di G20 sama indonesia dan diliat dunia dia ngomong maaf disini mati lampu emang genap zoom nya wkwkw HEY owner Tesla mobil listrik ya kali mati lampu rumahnya wkwkw,Negative,kemarin gau nyindir lawak prank pas zoom meeting indonesia dunia ngomong maaf mati lampu emang genap zoom wkwkw hey owner tesla mobil listrik ya kali mati lampu rumah wkwkw
339,bwhahahahabuat modal bikin mobil listrik biar makin banyak,Negative,bwhahahahabuat modal bikin mobil listrik biar
340,Temen baru beli mobil listrik kok aku FOMO ya jadi pengen beli juga ,Positive,temen beli mobil listrik fomo ya beli
341,om mending lo maenan mobil listrik lagi drpd ngurusin jamet twitter,Negative,om mending main mobil listrik urus jamet twitter
342,Udah bener jualan mobil listrik aje si anjuenk,Negative,bener jual mobil listrik si anjuenk
343,Juara Shell EcoMarathon 2022 Ungkap Tips Bikin Mobil Listrik Super Ringan,Positive,juara shell ecomarathon tips bikin mobil listrik super ringan
344,Dan yang paling penting free flow listrik ya gaess padahal didalamnya ada AC sm kulkas,Positive,free flow listrik ya gaess dalam ac kulkas
345,Kalau mau diampuni lebih baik Kharisma Jati bikin komik propaganda pemerintah yang berisi ajakan untuk mendukung pemindahan IKN dan program mobil listrik Esemka,Negative,ampun kharisma jati bikin komik propaganda perintah isi aja dukung pindah ikn program mobil listrik esemka
346,dips Ada yg butuh kos putri bulan desembermaret Bisa berlanjut kondisional km dalam ac kamar luas kasur double bad meja kursi lemari 2 kamar isi 2 bebas akses 24 jam tp putri only parkir luas bisa mobil kamar deket dapur belum listrik harga,Negative,dips butuh kos putri desembermaret lanjut kondisional ac kamar luas kasur double bad meja kursi lemari kamar isi bebas akses jam putri only parkir luas mobil kamar dapur listrik harga
347,Mgkn biar semua mobil rusak trus surih ganti mobil listrik ,Negative,biar mobil rusak surih ganti mobil listrik
348,Kalau beli mobil listrik tapi tinggal diapartemen gimana ngecharge nya ya ,Positive,beli mobil listrik tinggal apartemen ngecharge ya
349,Betul gua join grup wuling ev Indonesia dan ada beberapa kendala yg mereka alami Ini salah satunya dan masih banyak lagi hal yg hampir mirip2 Menurut gua we still farrrr awayyy from mobil listrik murah,Negative,join grup wuling ev indonesia kendala alami salah satu we farrrr awayyy mobil listrik murah
350,Mobil listrik itu daripada bikin bentuk futuristik anehaneh kayak mainan bocah dan ujungnya gak laku mending ambil bentuk mobil lawas deh,Negative,mobil listrik bikin bentuk futuristik anehaneh main bocah ujung laku mending ambil bentuk mobil lawas deh
351,dangkal sekali wkwkwk,Negative,dangkal
352,Kendaraan listrik selain ramah lingkungan dan dapat mengurangi polusi udara ternyata juga mengurangi polusi suara,Positive,kendara listrik ramah lingkung kurang polusi udara kurang polusi suara
353,Mana mungkin paham kadrun buluk kalau mobil2 adalah pinjaman dari para sponsor para produsen mobil listrik Bayangan mereka itu adalah belanja dari APBN terus di bagi2 ke pejabat macam yg terjadi di DKI selama Gubernurnya  dijabat Wan A,Negative,paham kadrun buluk mobil pinjam sponsor produsen mobil listrik bayang belanja apbn jabat dki gubernur jabat wan a
354,Gegayaan pke mobil listrik,Negative,gegayaan pakai mobil listrik
355,NASIB RIBUAN MOBIL LISTRIK USAI KTT G20 AKAN DIAPAKAN,Negative,nasib ribu mobil listrik ktt apa
356,Ya iya dengan dagang kita bisa tukeran Di sana punya teknologi mobil listrik di sini ada metal nikel buat batrenya,Positive,ya iya dagang tukar teknologi mobil listrik metal nikel batrenya
357,Berkelas dan berkemampuan hentikan pake pajero sport dan diesel lainnya beralihlah ke kendaraan listrik yg no emisi Demi mencegah polusi udara Percayalah mobil listrik sangat cepat kecepatannya Lemot itu mobil diesel ,Positive,kelas mampu henti pakai pajero sport diesel alih kendara listrik nomor emisi cegah polusi udara percaya mobil listrik cepat cepat lot mobil diesel
358,Jelas lbh baik jika kendaraan menggunakan batre Ttp menjadi sia2/percuma jika listrik yg di hasilkan msh berasal dr PLTU batu bara Ini bener2 kebodohan yg sangat luar biasa Mobil diesel keluarga wajib si hapuskan Krn mesin diesel uda di porsinya mobil box dan truk,Negative,kendara baterai ttp siapercuma listrik hasil asal pltu batu bara bener bodoh mobil diesel keluarga wajib si hapus mesin diesel porsi mobil box truk
359,Yg oon yg ngira gubernur bisa ngebatesin jumlah kendaraan di Ibukota tanpa persetujuan pemerintah pusat yg btw lagi gencar2nya jualan mobil Entah itu dibranding lcgc ato mobil listrik dll,Negative,oon gubernur ngebatesin kendara ibukota tuju perintah pusat ngomong ngomong gencar jual mobil dibranding lcgc ato mobil listrik lain
360,Lah itu kan udh mulai didukung dri motor kalo situ/swasta bikin mobil listrik skrg juga gk dihambat2 kayak dulu bhkan soal pajak juga diringankan mobil/motor listrik,Negative,dukung motor situswasta bikin mobil listrik hambat bhkan pajak ringan mobilmotor listrik
361,Bisa Jadi Pilihan Teknologi Elektrifikasi Kalla Resmi Luncurkan Mobil Listrik All New Toyota,Positive,pilih teknologi elektrifikasi kalla resmi luncur mobil listrik all new toyota
362,Tenaaang ntar pake mobil listrik sama ga pake kantong kresek bisa nyelematin bumi ,Positive,tenaaang pakai mobil listrik pakai kantong kresek nyelematin bumi
363,alah gaya2an mobil listrik preeeeeeeeeeett,Negative,alah gaya mobil listrik preeeeeeeeeeett
364,Apa merek mobil listrik paling memorable Pasti jawabnya,Positive,merek mobil listrik memorable
365,"Suami aku penyabar banget Dirumah ada mobil motor sepeda sampe skuter listrik Tapi tetep aja istrinya kemana2 jalan kaki atau naik gojek, pantesan laki gue kesel liat aku tak berguna gini hahahaha",Positive,suami sabar banget rumah mobil motor sepeda skuter listrik istri mana jalan kaki gojek pantesan laki kesel lihat guna hahahaha
366,Kalla Toyota Resmi Luncurkan Mobil Listrik Berbasis Baterai All New bZ4X Intip Fitur dan Teknologinya: Kalla Toyota hadir memenuhi kebutuhan mobilitas masyarakat terhadap mobil listrik,Positive,kalla toyota resmi luncur mobil listrik bas baterai all new bzx intip fitur teknologi kalla toyota hadir penuh butuh mobilitas masyarakat mobil listrik
367,Ini yg msh jd masalah mobil listrik terlalu silent tuh juga ga bagus bikin orang gabisa aware,Positive,mobil listrik silent tuh bagus bikin orang aware
368,Ya strategi transportasi ramah lingkungannya kan mobil listrik lol,Positive,ya strategi transportasi ramah lingkung mobil listrik tertawa
369,Gemes bangettt mobil listrik polisi lalu lintas ,Positive,gemes bangettt mobil listrik polisi lintas
370,Mobil nya hanya buat Gaya2 aja,Negative,mobil gaya
371,Hahahaha betulwalau sdh ganti mobil/motor listrik semua tetep aja jalanan bakal macet dan padat ya,Negative,hahahaha betulwalau ganti mobilmotor listrik jalan macet padat ya
372,pikiran random gue pagi ini mobil atau motor listrik itu pake transmisi manual bisa kaga yaa  kan keknya sampe sejauh ini semuannya matic tu,Negative,pikir random pagi mobil motor listrik pakai transmisi manual yaa kayak semu matic
373,Mobil listrik pink aja gmn kak,Negative,mobil listrik pink kak
374,Mungkin orangnya lupa kali ya Mobil listrik kok malahan isi bensin sih harusnya kan cuman isi daya listrik aja,Positive,orang lupa kali ya mobil listrik isi bensin sih isi daya listrik
375,Dia mo beri jalan buat mobil listrik mungkin  Padahal problemnya gak cuma emisi,Negative,jalan mobil listrik problem emisi
376,mereka paham keamanan kepala negara mereka penting berbeda dengan indonesia yg sok endorse mobil listrik hanya utk dipuji dunia tapi minus keamanan utama,Negative,paham aman kepala negara beda indonesia sok endorse mobil listrik puji dunia minus aman utama
377,All New bZ4X Battery EV merupakan mobil listrik baterai BEV pertama Toyota yang dipasarkan secara global dan juga menjadi kendaraan resmi para delegasi G20,Positive,all new bzx battery ev mobil listrik baterai bev toyota pasar global kendara resmi delegasi
378,Hahaha iya sih sekarang pagi2 banyak ortu yg anter sekolah anaknya pake mobil listrik bentuknya lucuuu pulaak,Positive,iya sih pagi ortu anter sekolah anak pakai mobil listrik bentuk lucuuu pulaak
379,Se pengen2nya punya mobil listrik tapi gak pengen yang kayak mobil mainan,Negative,ken mobil listrik mobil main
380,Seng datang bukan mobil listrik type SUV tpi ada yg bus listrik  anjay keren banget ,Positive,seng mobil listrik type suv bus listrik anjay keren banget
381,Narasi radikal radikul yg diasong bajer mukidi jadi bikin tamu negara takut dan akhirnya ogah pake mobil listrik yg disediakan oleh mulyono ,Negative,narasi radikal radikul asong bajer mukidi bikin tamu negara takut ogah pakai mobil listrik sedia mulyono
382,Beli mobil listrik made in china membuat gue flashback di jaman hape touchscreen made in china dg fitur tv dan speaker super kenceng Tknologi ev masih baru nunggu era ev yg lebih stabil seperti era hape android sekarang,Positive,beli mobil listrik made in china flashback jaman hp touchscreen made in china fitur televisi speaker super cepat tknologi ev nunggu era ev stabil era hp android
383,Kali ini kita akan mebahas kekurangan dari mobil listrik baru keluaran Toyota yang super canggih ini BZ4X Udah super canggih emang masih tetap ada kekurangannya,Positive,kali mebahas kurang mobil listrik keluar toyota super canggih bzx super canggih emang kurang
384,Sok2an pale mobil listrik masih lebih unggul mobil pake BBM lbh aman dan terbukti stabil ketimbang listrik Kalau listrik lbh unggul ngapain anggota OPEC capek2 ekspor minyak,Negative,sok pale mobil listrik unggul mobil pakai bbm aman bukti stabil ketimbang listrik listrik unggul ngapain anggota opec capek ekspor minyak
385,He he he sayang sdh beli ratusan mobil listrikngak di pakaihe he he rugi bandar he he he,Negative,he he he sayang beli ratus mobil listrikngak pakaihe he he rugi bandar he he he
386,mobil listrik punya Korlantas Polri di Nusa Dua Bali lucu banget gak sihhh wkwk kalian tau ga tujuannya buat apa buat keamanan dan kenyamanan para degradasi KTT G20 lhoo,Positive,mobil listrik korlantas polri nusa bal lucu banget sihhh wkwk tau tuju aman nyaman degradasi ktt lhoo
387,Emang model GimmickCebong mobil listrik FormulaE aja gak fahamshok2an ngomong G20,Negative,emang model gimmickcebong mobil listrik formulae fahamshokan ngomong
388,Gua dulu bingung sesunyi apa emang EV kaya ngeremehin gitu lahh gamungkin barang segede gitu ga kedengeran suara sama sekali akhirnya ngalamin sendiri liat Altis Hybrid pas pake mode listrik lewat depan rumah itu beneran ga ngeh ada mobil,Positive,bingung sunyi emang ev kaya remeh lahh barang gede dengar suara ngalamin lihat altis hybrid pas pakai mode listrik rumah beneran ngeh mobil
389,Kalau kejadiannya begini jadi horror buat pemilik mobil listrik,Negative,jadi horror milik mobil listrik
390,Bertempat di hotel Pullman Bandung Grand Central charging station dengan dua pengisi daya AC 22 kW yang bisa dipakai 24 jam sehari ini tersedia untuk semua mobil listrik termasuk para pemilik Porsche yang dapat menikmatinya gratis,Positive,tempat hotel pullman bandung grand central charging station isi daya ac kau pakai jam hari sedia mobil listrik milik porsche nikmat gratis
391,WOW mobil listrik keren,Positive,wow mobil listrik keren
392,Haaaa131 mobil listrik sudah disiapkan yg terpakai hanya beberapa saja mungkin mobilnya tidak tahan pelurudll,Negative,haaaa mobil listrik siap pakai mobil tahan pelurudll
393,Mobil  motor listrik itu mirip HP bisa meledak,Negative,mobil motor listrik hp ledak
394,Pabrikan Jepang Mulai Main Listrik Mobil China Harus Waspada,Positive,pabrikan jepang main listrik mobil china waspada
395,Iya njir lagi jalan kaki tiba2 ada mobil/motor listrik kaget bgt ga ada suara apapun tibatiba lewat aja,Positive,iya njir jalan kaki mobilmotor listrik kaget banget suara apa tibatiba
396,Keren  Presiden Jokowi ajak Australia untuk memproduksi batrai mobil listrik di Indonesia,Positive,keren presiden jokowi ajak australia produksi batrai mobil listrik indonesia
397,Kapolri Jenderal Listyo Sigit Prabowo menggunakan mobil listrik Hyundai Ioniq 5 di Bali Mobil listrik ini disebut akan menjadi kendaraan dinasnya Wow mantapp,Positive,kapolri jenderal listyo sigit prabowo mobil listrik hyundai ioniq bal mobil listrik kendara dinas wow mantapp
398,MOBIL DINAS JOKOWI WIDODO LEBIH CANGIH DI ANTARA DUA PRESIDEN NEGARA SEBAB MOBIL DINAS JOKOWI WIDODO UDAH SISTEM TENAGA LISTRIK KALAU KEDUA NEGARA PRESIDEN AS DAN RRC MASIH PAKAI SISTEM BAHAN BAKAR JADI MANA BISA KALAH DARI KEDUA PIHAK NEGARA TERSEBUT,Negative,mobil dinas jokowi widodo cangih presiden negara mobil dinas jokowi widodo sistem tenaga listrik negara presiden as rrc pakai sistem bahan bakar kalah negara
399,Mobil tanpa sopir atau autonomous akan menjadi kendaraan resmi di Ibu Kota Negara IKN Nusantara,Positive,mobil sopir autonomous kendara resmi kota negara ikn nusantara
400,Esemka aja kagak nonglo2 eh mobil listrik di cuekin,Negative,esemka nonglo eh mobil listrik cuekin
401,Kondisi dunia lagi darurat militer akhirnya peserta G20 Bali bawa mobil sendiri g mau pake mobil listrik yg udh disediakan oleh panitia,Negative,kondisi dunia darurat militer serta bal bawa mobil pakai mobil listrik sedia panitia
402,Canggih: Norwegia Punya Pembangkit Listrik Bertenaga Angin yang Terapung Bisa Kurangi Emisi Setara 100 Ribu Mobil,Negative,canggih norwegia bangkit listrik tenaga angin apung kurang emisi tara ribu mobil
403,mobil listrik cocok tuh buat di Unair nganter mhs yg jln ke parkiran,Negative,mobil listrik cocok tuh unair antar mhs jalan parkir
404,HAHAHAHAHAHAHAHAHA MAMAM TUH MOBIL LISTRIK,Negative,hahahahahahahahaha mamam tuh mobil listrik
405,Tamu ogah pakai mobil listrik tuan rumah   kebiasaan tanpa pertimbangan2 dulu yg akhirnya mubazir,Negative,tamu ogah pakai mobil listrik tuan rumah biasa timbang mubazir
406,Aku fokus sama Mobil listrik Wulling yg bekalang sendiri,Positive,fokus mobil listrik wulling bekalang
407,kemarin sama RG lalu proyek mobil listrik hmm bagus juga cara main sampean partai oke rival partai pun oke Sebenernya sampean sedang ngajari nitijen utk lebih dewasa Pemilu hanya event demi menuju kemajuan negara bukan rivalitas perman,Positive,kemarin rg proyek mobil listrik hmm bagus main sampean partai oke rival partai oke sebenernya sampean ajar nitijen dewasa milu acara maju negara rivalitas man
408,Mobil listrik ga sehat ,Negative,mobil listrik sehat
409,Siap memang mau kesana nunggu lelang mobil listrik pasca G20 hahaha,Positive,kesana nunggu lelang mobil listrik pasca
410,Berhubung rakyat tidak bisa mengawasi dan berpartisipasi dalam KTT G20 kami mohon jangan sampai ada celah untuk solusi palsu seperti cofiring dan clean coal technology bagibagi kavling tambang nickel dan industri mobil listrik yang malah memperlambat transisi energi,Negative,hubung rakyat awas partisipasi ktt mohon celah solusi palsu cofiring clean coal technology bagibagi kavling tambang nickel industri mobil listrik lambat transisi energi
